,WorfClass_cat_Private,Education NumCat_Medium,Education NumCat_High,AgeCat_Young,AgeCat_Middle_aged,Hours/WeekCat_Medium,Hours/WeekCat_High,Marital Status_cat_Single,Marital Status_cat_married,Occupa_cat_Highskill,Occupa_cat_Lowskill,Relationship_ Husband,Relationship_ Not-in-family,Sex_ Female,Sex_ Male
2479,True,True,False,False,True,True,False,True,False,False,True,False,False,False,True
2480,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True
2481,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True
2482,True,True,False,True,False,True,False,True,False,False,True,False,True,False,True
2483,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True
2484,True,False,True,False,True,True,False,False,True,True,False,True,False,False,True
2485,True,True,False,True,False,True,False,False,True,False,True,True,False,False,True
2487,True,True,False,False,True,True,False,True,False,False,True,False,True,True,False
2488,False,False,False,False,True,True,False,False,True,False,True,True,False,False,True
2489,True,True,False,False,True,False,True,True,False,False,True,False,False,True,False
2490,True,True,False,False,True,False,True,True,False,False,True,False,False,False,True
2492,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False
2493,True,True,False,True,False,False,False,True,False,False,True,False,False,False,True
2494,True,True,False,False,True,False,True,True,False,True,False,False,True,False,True
2495,True,False,True,False,True,True,False,False,True,False,True,True,False,False,True
2497,True,True,False,False,True,False,True,False,True,True,False,True,False,False,True
2498,True,False,True,False,False,True,False,False,True,False,True,True,False,False,True
2499,True,True,False,True,False,True,False,True,False,False,True,False,False,False,True
2500,True,True,False,True,False,True,False,True,False,False,True,False,True,True,False
2501,False,False,True,False,True,False,True,False,True,True,False,False,True,False,True
2502,True,False,False,False,False,True,False,True,False,False,True,False,True,True,False
2503,True,True,False,False,True,False,True,True,False,False,True,False,False,True,False
2504,True,False,False,False,False,True,False,False,True,False,True,True,False,False,True
2505,False,True,False,False,False,False,True,True,False,False,True,False,True,False,True
2507,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True
2508,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True
2509,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True
2510,True,True,False,False,True,False,False,True,False,False,True,False,True,False,True
2511,True,True,False,False,False,False,False,True,False,False,True,False,True,True,False
2514,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True
2515,True,True,False,True,False,True,False,True,False,False,True,False,False,False,True
2516,True,True,False,True,False,True,False,False,True,False,True,False,False,True,False
2517,True,False,True,False,True,False,True,False,True,True,False,True,False,False,True
2519,True,False,True,False,True,True,False,False,True,False,True,True,False,False,True
2520,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True
2522,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
2523,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False
2524,True,False,False,False,False,True,False,False,True,False,True,True,False,False,True
2525,True,True,False,False,True,True,False,True,False,False,True,False,True,False,True
2526,False,True,False,False,True,True,False,True,False,True,False,False,False,True,False
2527,True,False,True,False,True,False,True,True,False,True,False,False,False,True,False
2528,False,False,True,False,True,False,False,False,True,True,False,True,False,False,True
2529,False,False,True,False,True,False,True,True,False,True,False,False,True,False,True
2530,True,True,False,True,False,False,False,True,False,False,True,False,True,True,False
2531,True,True,False,True,False,False,False,True,False,False,True,False,True,True,False
2532,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
2533,True,True,False,True,False,True,False,True,False,False,True,False,True,False,True
2534,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True
2535,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False
2536,True,True,False,True,False,True,False,True,False,False,True,False,True,False,True
2537,True,True,False,False,True,False,False,True,False,False,True,False,True,False,True
2538,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True
2539,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False
2540,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False
2541,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
2542,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True
2543,True,True,False,False,True,True,False,True,False,False,True,False,False,False,True
2545,True,True,False,False,True,False,True,True,False,False,True,False,True,True,False
2546,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True
2547,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False
2548,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False
2550,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False
2551,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
2552,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
2553,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False
2554,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True
2555,True,True,False,True,False,False,True,True,False,False,True,False,False,False,True
2556,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True
2557,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False
2558,False,False,True,False,False,True,False,False,True,True,False,True,False,False,True
2559,True,True,False,False,True,False,False,False,True,False,True,False,False,True,False
2560,True,True,False,False,True,False,False,False,True,False,True,False,False,True,False
2561,True,False,False,False,True,True,False,True,False,False,True,False,False,True,False
2562,True,True,False,False,True,False,True,True,False,True,False,False,True,False,True
2563,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
2564,True,True,False,True,False,False,False,True,False,False,True,False,False,False,True
2565,True,True,False,True,False,True,False,False,True,False,True,True,False,False,True
2567,False,False,True,True,False,False,False,True,False,True,False,False,True,False,True
2568,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True
2569,False,True,False,False,False,False,True,False,True,True,False,True,False,False,True
2573,True,True,False,False,False,True,False,True,False,False,True,False,True,True,False
2574,True,False,True,False,True,False,True,False,True,True,False,True,False,False,True
2575,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False
2576,False,True,False,False,True,False,False,False,True,False,True,True,False,False,True
2577,True,True,False,False,True,False,True,True,False,False,True,False,False,True,False
2579,True,True,False,False,True,False,False,False,True,False,True,True,False,False,True
2580,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True
2581,True,False,False,False,True,True,False,False,True,False,True,False,False,True,False
2582,True,False,False,True,False,False,True,False,True,False,True,True,False,False,True
2583,True,False,True,False,True,False,True,False,True,True,False,True,False,False,True
2584,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True
2585,True,True,False,False,True,True,False,True,False,False,True,False,True,True,False
2588,True,True,False,False,True,False,True,False,True,True,False,True,False,False,True
